pidpr,lisn,kod_pidpor,NAME,KALG,KONTROL,pidvidil,plosha,poroda,KAB_,bonitet,TLU,TL,Povnota,ZONA,zap_all,zap_1_ga,zapas_gol,vik,h,d,KLVK,suh,zapas,zag,likv,SIGN,poroda_short
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:5,0,0.8,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.77,1,0.23,290,0.23,59,22.8,27.4,6,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:7,0,0.5,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.87,1,0.18,363,0.18,64,20.5,27.5,7,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:9,0,0.2,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.86,1,0.08,423,0.08,64,23.1,33.4,7,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:10,0,4.1,БЕРЕЗА ПОВИСЛА                                                                                      ,5,1                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.74,1,1.1,269,0.77,69,25.2,35.5,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:11,0,1.1,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.79,1,0.37,334,0.26,69,24.7,36,7,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:13,0,1,БІЛА АКАЦІЯ                                                                                         ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.77,1,0.15,147,0.13,34,16.6,18.7,7,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:15,0,1.8,БЕРЕЗА ПОВИСЛА                                                                                      ,3,1Б                                                                                                  ,В2                                                                                                  ,В2ДС  ,0.78,1,0.35,197,0.28,37,18.9,19.4,4,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:18,0,0.7,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.84,1,0.27,387,0.21,74,23.8,36.7,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:19,0,1.8,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.77,1,0.5,276,0.4,69,22.9,32.4,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:21,0,1.7,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.82,1,0.22,127,0.18,34,13.7,19.4,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:8:22,0,2.7,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.76,1,0.39,144,0.27,34,15.7,19.4,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:1,0,1.9,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.72,1,0.47,245,0.33,74,23.8,31.6,8,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:3,0,1.1,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С5                                                                                                  ,С5ВЛЧ ,0.81,1,0.32,291,0.22,69,23.2,32.8,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:4,0,1.4,ВІЛЬХА ЧОРНА                                                                                        ,2,1В                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.78,1,0.23,166,0.21,21,17.5,13,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:5,0,2.1,ВІЛЬХА ЧОРНА                                                                                        ,2,1В                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.91,1,0.45,214,0.4,27,17.3,23.2,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:6,0,1.4,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.63,1,0.03,23,0.02,9,4.9,4.6,1,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:8,0,1.7,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.74,1,0.33,194,0.23,52,18.6,24.2,6,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:9,0,4.6,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.76,1,1.46,318,1.46,69,24.1,32.4,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:14,0,1.3,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.72,1,0.16,122,0.14,28,14.4,14.6,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:9:16,0,2.3,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.71,1,0.09,37,0.07,10,6.7,9.4,1,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:1,0,2,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С5                                                                                                  ,С5ВЛЧ ,0.7,1,0.54,270,0.43,64,24,30,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:1,1,3,ВІЛЬХА ЧОРНА                                                                                        ,1,1Г                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.7,1,0.48,160,0.48,16,17.2,18.7,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:1,2,3.5,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С5                                                                                                  ,С5ВЛЧ ,0.6,1,0.84,240,0.67,64,24,30,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:2,0,2.3,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.68,1,0.11,49,0.11,13,8.2,8.5,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:3,0,1.6,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.57,1,0.05,32,0.05,13,7,5.5,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:3,1,0.5,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.56,1,0.01,19,0.01,11,5,6,2,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:3,3,0.2,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С5                                                                                                  ,С5ВЛЧ ,0.67,1,0.05,254,0.05,73,22.8,30.3,8,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:4,0,3.2,ВІЛЬХА ЧОРНА                                                                                        ,4,1А                                                                                                  ,С4                                                                                                  ,С4ВЛЧ ,0.74,1,0.33,102,0.33,26,12.6,16.8,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:5,0,0.6,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С2                                                                                                  ,С2ГДС ,0.68,1,0.1,173,0.1,59,16.8,21.7,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:7,0,1.3,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГДС ,0.73,1,0.25,191,0.2,56,17.3,19.7,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:8,0,0.3,СОСНА ЗВИЧАЙНА                                                                                      ,4,1А                                                                                                  ,В2                                                                                                  ,В2ДС  ,0.91,1,0.14,453,0.14,62,23.4,29.5,7,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:9,0,4.6,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.64,1,1.15,250,1.03,64,23.6,30.8,7,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:12,0,6.6,СОСНА ЗВИЧАЙНА                                                                                      ,4,1А                                                                                                  ,В2                                                                                                  ,В2ДС  ,0.86,1,3.14,475,3.14,66,25.3,31.9,7,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:13,0,1.1,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.45,1,0.08,73,0.08,29,14,14,3,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:15,0,2.9,ВІЛЬХА ЧОРНА                                                                                        ,5,1                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.75,1,0.34,118,0.34,34,13.7,19.4,4,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:16,0,2.3,БЕРЕЗА ПОВИСЛА                                                                                      ,5,1                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.7,1,0.35,150,0.35,46,17.5,21.5,5,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:17,0,2,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.86,1,0.35,175,0.31,46,15.9,20.1,5,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:18,0,0.5,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,С2                                                                                                  ,С2ГДС ,0.88,1,0.14,273,0.11,46,17.9,23.4,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:19,0,0.6,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГДС ,0.76,1,0.13,223,0.13,57,18.5,22.3,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:10:20,0,0.4,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.85,1,0.16,411,0.16,74,22.8,27.6,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:1,0,1.3,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.92,1,0.5,382,0.5,52,20.5,23.5,6,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:2,0,1.6,ДУБ ЗВИЧАЙНИЙ                                                                                       ,6,2                                                                                                   ,С3                                                                                                  ,С3ГД  ,0.74,1,0.3,186,0.3,58,16.8,22,6,NA,NA,NA,NA,1,OTHERS
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:3,0,0.7,БЕРЕЗА ПОВИСЛА                                                                                      ,4,1А                                                                                                  ,В2                                                                                                  ,В2ДС  ,0.83,1,0.15,216,0.13,45,19.8,22.8,5,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:4,0,10.5,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.84,1,4.82,459,4.82,74,25.1,33.5,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:6,0,1.8,ВІЛЬХА ЧОРНА                                                                                        ,6,2                                                                                                   ,С4                                                                                                  ,С4ВЛЧ ,0.72,1,0.04,21,0.04,7,4.4,6.6,1,NA,NA,NA,NA,1,ALGL
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:8,0,2,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.62,1,0.37,186,0.37,59,22.8,30,6,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:9,0,0.4,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.91,1,0.13,335,0.13,48,18.8,21.5,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:11,0,18,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.85,1,7.81,434,7.81,74,23.8,31.5,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:12,0,1.2,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.85,1,0.52,434,0.52,74,23.8,31.5,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:13,0,1.5,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,В4                                                                                                  ,В4ДС  ,0.74,1,0.35,233,0.28,59,22.8,29,6,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:14,0,1.6,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.77,1,0.34,211,0.24,44,16.6,19,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:16,0,1.2,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.89,1,0.33,273,0.23,45,18.4,20,5,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:18,0,0.3,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.76,1,0.04,142,0.04,39,15.8,23.2,4,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:19,0,0.3,СОСНА ЗВИЧАЙНА                                                                                      ,6,2                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.74,1,0.12,397,0.12,89,24.9,38,9,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:20,0,4.9,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.75,1,0.98,200,0.88,39,15.5,16,4,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:11:21,0,1.2,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.69,1,0.46,387,0.46,79,25.6,32,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:12:1,0,2.7,БЕРЕЗА ПОВИСЛА                                                                                      ,6,2                                                                                                   ,В3                                                                                                  ,В3ДС  ,0.5,1,0.44,163,0.31,64,23.2,30.4,7,NA,NA,NA,NA,1,BEPE
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:12:2,0,24,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.82,1,10.13,422,10.13,74,24,31.5,8,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:12:3,0,2.6,СОСНА ЗВИЧАЙНА                                                                                      ,3,1Б                                                                                                  ,В2                                                                                                  ,В2ДС  ,0.71,1,0.54,207,0.43,30,17.2,19.6,3,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:12:5,0,1,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,В2                                                                                                  ,В2ДС  ,0.82,1,0.17,168,0.15,30,12.8,14,3,NA,NA,NA,NA,1,PISY
ДП 'ОСТЕРСЬКИЙ ЛІСГОСП'                                                                             ,ОСТЕРСЬКЕ лісництво                                                             ,13,ЧЕРНІГІВСЬКА ОБЛАСТЬ                                                                                ,13742207,05:13:1,0,38.5,СОСНА ЗВИЧАЙНА                                                                                      ,5,1                                                                                                   ,А2                                                                                                  ,А2С   ,0.83,1,16.05,417,16.05,80,23.6,34,8,NA,NA,NA,NA,1,PISY
